"","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings","sex","maturity","percent.weight"
"280","F",0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11,"F","mature",1.066
"281","F",0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15,"F","mature",1.04666666666667
"282","I",0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,"I","infant",1.22
"283","F",0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9,"F","mature",1.18
"284","M",0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,"M","mature",1.01555555555556
"285","M",0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14,"M","mature",1.04838709677419
"286","F",0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10,"F","mature",1.03508771929825
"287","M",0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10,"M","mature",1.40487804878049
"288","F",0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17,"F","mature",1.18048780487805
"289","M",0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9,"M","mature",0.694736842105263
"290","F",0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,"F","mature",1.31458333333333
"291","M",0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17,"M","mature",1.18
"292","F",0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,"F","mature",1.4112676056338
"293","M",0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15,"M","mature",1.35873015873016
"294","F",0.565,0.455,0.175,1.013,0.342,0.207,0.35,19,"F","mature",0.977142857142857
"295","M",0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26,"M","mature",1.024
"296","I",0.295,0.215,0.085,0.128,0.049,0.034,0.04,6,"I","infant",1.225
"297","I",0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6,"I","infant",1.28571428571429
"298","I",0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,"I","infant",1.3
"299","M",0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11,"M","mature",1.47666666666667
"300","M",0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,"M","mature",1.20666666666667
"301","F",0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,"F","mature",1.455
"302","F",0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,"F","mature",0.961194029850746
"303","M",0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8,"M","mature",1.43918918918919
"304","M",0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6,"M","mature",1.23776223776224
"305","F",0.47,0.36,0.13,0.472,0.182,0.114,0.15,10,"F","mature",1.21333333333333
"306","I",0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4,"I","infant",1.13636363636364
"307","I",0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3,"I","infant",1.4
"308","M",0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13,"M","mature",0.880373831775701
"309","M",0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14,"M","mature",1.28461538461538
"310","M",0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10,"M","mature",1.42727272727273
"311","F",0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21,"F","mature",1.18846153846154
"312","M",0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14,"M","mature",1.67169811320755
"313","M",0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19,"M","mature",1.33188405797101
"314","F",0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23,"F","mature",0.875862068965517
"315","M",0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23,"M","mature",0.942391304347826
"316","I",0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8,"I","infant",1.38571428571429
"317","F",0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,"F","mature",1.47692307692308
"318","M",0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10,"M","mature",1.22083333333333
"319","F",0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18,"F","mature",0.984375
"320","I",0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6,"I","infant",1.1
"321","I",0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5,"I","infant",1.41666666666667
"322","I",0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,"I","infant",1.1
"323","M",0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11,"M","mature",1.065
"324","I",0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5,"I","infant",1.11428571428571
"325","M",0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7,"M","mature",1.24666666666667
"326","I",0.355,0.275,0.09,0.251,0.097,0.053,0.08,7,"I","infant",1.2125
"327","I",0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7,"I","infant",1.12307692307692
"328","M",0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12,"M","mature",1.31707317073171
"329","M",0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8,"M","mature",0.910526315789474
"330","I",0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8,"I","infant",0.983333333333333
"331","M",0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12,"M","mature",1.0675
"332","F",0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,"F","mature",1.41052631578947
"333","I",0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5,"I","infant",1.35714285714286
"334","I",0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,"I","infant",1.675
"335","F",0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16,"F","mature",0.842253521126761
"336","M",0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11,"M","mature",1.60704225352113
"337","M",0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14,"M","mature",1.24
"338","M",0.59,0.45,0.185,1.283,0.473,0.276,0.425,16,"M","mature",1.11294117647059
"339","M",0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13,"M","mature",1.83181818181818
"340","F",0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,"F","mature",1.42456140350877
"341","M",0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14,"M","mature",1.93666666666667
"342","F",0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14,"F","mature",0.994791666666667
"343","M",0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12,"M","mature",1.809375
"344","F",0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12,"F","mature",1.36764705882353
"345","F",0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8,"F","mature",1.25208333333333
"346","M",0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13,"M","mature",1.55277777777778
"347","F",0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9,"F","mature",0.998181818181818
"348","I",0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6,"I","infant",1.45454545454545
"349","I",0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8,"I","infant",1.02222222222222
"350","M",0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14,"M","mature",2
"351","F",0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8,"F","mature",2.18775510204082
"352","F",0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22,"F","mature",1.23148148148148
"353","M",0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12,"M","mature",1.82244897959184
"354","M",0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,"M","mature",1.85454545454545
"355","M",0.635,0.515,0.17,1.275,0.509,0.286,0.34,16,"M","mature",1.49705882352941
"356","M",0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,"M","mature",1.27844827586207
"357","M",0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13,"M","mature",1.75569620253165
"358","F",0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18,"F","mature",1.78101265822785
"359","M",0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17,"M","mature",1.32357142857143
"360","F",0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16,"F","mature",1.54536082474227
"361","M",0.605,0.49,0.18,1.227,0.48,0.287,0.35,18,"M","mature",1.37142857142857
"362","F",0.59,0.465,0.15,0.997,0.392,0.246,0.34,12,"F","mature",1.15294117647059
"363","F",0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20,"F","mature",1.37078651685393
"364","F",0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16,"F","mature",1.38474576271186
"365","F",0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12,"F","mature",1.42428571428571
"366","M",0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19,"M","mature",1.18732394366197
"367","M",0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11,"M","mature",1.6622641509434
"368","F",0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10,"F","mature",1.80754716981132
"369","M",0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12,"M","mature",1.45396825396825
"370","F",0.69,0.56,0.215,1.719,0.68,0.299,0.47,17,"F","mature",1.4468085106383
"371","F",0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16,"F","mature",1.60120481927711
"372","F",0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16,"F","mature",1.384
"373","F",0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,"F","mature",0.975
"374","F",0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14,"F","mature",1.21309523809524
"375","M",0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13,"M","mature",1.15875
"376","F",0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20,"F","mature",1.13140495867769
"377","M",0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11,"M","mature",1.73157894736842
"378","F",0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10,"F","mature",1.998
"379","M",0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15,"M","mature",1.0527027027027
"380","F",0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12,"F","mature",1.12272727272727
"381","M",0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15,"M","mature",0.975324675324675
"382","M",0.535,0.42,0.145,0.791,0.33,0.189,0.25,10,"M","mature",1.32
"383","M",0.485,0.4,0.135,0.663,0.313,0.137,0.2,10,"M","mature",1.565
"384","M",0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12,"M","mature",1.15897435897436
"385","M",0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10,"M","mature",1.58723404255319
"386","F",0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9,"F","mature",1.6
"387","M",0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12,"M","mature",1.63488372093023
"388","M",0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,"M","mature",1.42758620689655
"389","M",0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14,"M","mature",1.08636363636364
"390","I",0.465,0.375,0.12,0.471,0.222,0.119,0.14,9,"I","infant",1.58571428571429
"391","I",0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,"I","infant",1.46190476190476
"392","M",0.475,0.375,0.125,0.593,0.277,0.115,0.18,10,"M","mature",1.53888888888889
"393","F",0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,"F","mature",1.4
"394","I",0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,"I","infant",1.34375
"395","I",0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,"I","infant",1.07857142857143
"396","I",0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,"I","infant",1.00869565217391
"397","F",0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10,"F","mature",1.31875
"398","M",0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8,"M","mature",1.28918918918919
"399","M",0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,"M","mature",0.984615384615385
"400","M",0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,"M","mature",1.40483870967742
"401","F",0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9,"F","mature",1.54285714285714
"402","M",0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,"M","mature",1.25531914893617
"403","F",0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7,"F","mature",1.14838709677419
"404","F",0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,"F","mature",1.5575
"405","I",0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7,"I","infant",1.50454545454545
"406","F",0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12,"F","mature",1.53541666666667
"407","M",0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,"M","mature",1.41666666666667
"408","M",0.59,0.485,0.12,0.911,0.39,0.182,0.29,16,"M","mature",1.3448275862069
"409","M",0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,"M","mature",1.40350877192982
"410","M",0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8,"M","mature",1.44468085106383
"411","M",0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,"M","mature",1.34264705882353
"412","M",0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,"M","mature",1.46428571428571
"413","F",0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11,"F","mature",1.65178571428571
"414","M",0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,"M","mature",1.44791666666667
"415","F",0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14,"F","mature",1.35384615384615
"416","F",0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,"F","mature",1.00138888888889
"417","F",0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20,"F","mature",1.39875
"418","M",0.63,0.515,0.165,1.352,0.488,0.349,0.45,20,"M","mature",1.08444444444444
"419","F",0.63,0.5,0.155,1.005,0.367,0.199,0.36,16,"F","mature",1.01944444444444
"420","M",0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,"M","mature",0.948936170212766
"421","F",0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14,"F","mature",1.02574257425743
"422","I",0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11,"I","infant",1.39677419354839
"423","F",0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13,"F","mature",1.2325
"424","I",0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8,"I","infant",1.02857142857143
"425","I",0.26,0.2,0.07,0.092,0.037,0.02,0.03,6,"I","infant",1.23333333333333
"426","M",0.58,0.45,0.175,1.068,0.425,0.203,0.32,13,"M","mature",1.328125
"427","F",0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18,"F","mature",1.19242424242424
"428","M",0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19,"M","mature",1.21060606060606
"429","F",0.56,0.455,0.125,0.943,0.344,0.129,0.375,21,"F","mature",0.917333333333333
"430","F",0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18,"F","mature",0.98051948051948
"431","F",0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18,"F","mature",1.28813559322034
"432","M",0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20,"M","mature",1.34615384615385
"433","M",0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18,"M","mature",1.06875
"434","M",0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22,"M","mature",0.970588235294118
"435","I",0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,"I","infant",1.01666666666667
"436","M",0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11,"M","mature",1.27954545454545
"437","I",0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7,"I","infant",0.933333333333333
"438","I",0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14,"I","infant",1.01666666666667
"439","M",0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9,"M","mature",1.68235294117647
"440","M",0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13,"M","mature",0.996
"441","I",0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10,"I","infant",1.11764705882353
"442","I",0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8,"I","infant",1.12142857142857
"443","F",0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19,"F","mature",0.964912280701754
"444","I",0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10,"I","infant",1.57647058823529
"445","F",0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10,"F","mature",1.325
"446","F",0.56,0.455,0.19,0.714,0.283,0.129,0.275,9,"F","mature",1.02909090909091
"447","M",0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13,"M","mature",0.843589743589744
"448","M",0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16,"M","mature",0.944
"449","M",0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12,"M","mature",1.27066666666667
"450","F",0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18,"F","mature",1.40384615384615
"451","M",0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16,"M","mature",1.20258620689655
"452","F",0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16,"F","mature",1.40952380952381
"453","F",0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17,"F","mature",1.61388888888889
"454","F",0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11,"F","mature",1.58823529411765
"455","F",0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14,"F","mature",1.72727272727273
"456","M",0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11,"M","mature",1.45208333333333
"457","F",0.64,0.54,0.175,1.221,0.51,0.259,0.39,15,"F","mature",1.30769230769231
"458","I",0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9,"I","infant",0.86875
"459","I",0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10,"I","infant",1.23618090452261
"460","F",0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,"F","mature",1.2468085106383
"461","M",0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11,"M","mature",1.53333333333333
"462","F",0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12,"F","mature",1.45849056603774
"463","I",0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6,"I","infant",1.04
"464","I",0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5,"I","infant",1.075
"465","I",0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6,"I","infant",1.02
"466","I",0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5,"I","infant",1
"467","F",0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12,"F","mature",1.35625
"468","M",0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13,"M","mature",1.38292682926829
"469","F",0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17,"F","mature",0.956
"470","M",0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21,"M","mature",1.17204301075269
"471","F",0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9,"F","mature",1.4324942791762
"472","F",0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10,"F","mature",1.63559322033898
"473","I",0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9,"I","infant",1.44497607655502
"474","F",0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11,"F","mature",1.46132596685083
"475","F",0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10,"F","mature",0.98372513562387
"476","M",0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17,"M","mature",0.986767485822306
"477","F",0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9,"F","mature",1.1635687732342
"478","M",0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17,"M","mature",1.19397590361446
"479","M",0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21,"M","mature",1.09827586206897
"480","M",0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16,"M","mature",1.16593406593407
"481","F",0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29,"F","mature",1.48526315789474
"482","M",0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17,"M","mature",1.20166666666667
"483","M",0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15,"M","mature",1.57708333333333
"484","F",0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19,"F","mature",1.65
"485","M",0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12,"M","mature",1.38852459016393
"486","F",0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13,"F","mature",1.20952380952381
"487","M",0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11,"M","mature",1.30344827586207
"488","F",0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15,"F","mature",1.45416666666667
"489","M",0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,"M","mature",1.48297872340426
"490","F",0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14,"F","mature",1.54385964912281
"491","M",0.59,0.455,0.145,1.073,0.475,0.19,0.285,14,"M","mature",1.66666666666667
"492","M",0.58,0.46,0.13,0.921,0.357,0.181,0.29,13,"M","mature",1.23103448275862
"493","F",0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11,"F","mature",1.30365853658537
"494","M",0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15,"M","mature",1.1710843373494
"495","M",0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17,"M","mature",1.58783783783784
"496","F",0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15,"F","mature",1.12950819672131
"497","F",0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12,"F","mature",0.884375
"498","F",0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19,"F","mature",1.45
"499","F",0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11,"F","mature",1.23768115942029
"500","M",0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10,"M","mature",1.07377049180328
"501","F",0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12,"F","mature",1.49591836734694
"502","F",0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23,"F","mature",0.956962025316456
"503","F",0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15,"F","mature",1.05
"504","F",0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13,"F","mature",1.21805555555556
"505","F",0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17,"F","mature",1.04404761904762
"506","M",0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15,"M","mature",1.54444444444444
"507","M",0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12,"M","mature",1.09016393442623
"508","M",0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15,"M","mature",1.04520547945205
"509","M",0.56,0.435,0.18,0.889,0.36,0.204,0.25,11,"M","mature",1.44
"510","I",0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16,"I","infant",1.09272727272727
"511","I",0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10,"I","infant",1.29117647058824
"512","F",0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10,"F","mature",1.63703703703704
"513","F",0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10,"F","mature",1.18571428571429
"514","M",0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6,"M","mature",1.35555555555556
"515","F",0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5,"F","mature",1.24
"516","M",0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6,"M","mature",1.28333333333333
"517","M",0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9,"M","mature",1.48666666666667
"518","M",0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5,"M","mature",1.1
"519","M",0.325,0.23,0.09,0.147,0.06,0.034,0.045,4,"M","mature",1.33333333333333
"520","F",0.345,0.25,0.09,0.203,0.078,0.059,0.055,6,"F","mature",1.41818181818182
"521","M",0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3,"M","mature",1.55
"522","F",0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5,"F","mature",1.53636363636364
"523","I",0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9,"I","infant",1.33571428571429
"524","M",0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5,"M","mature",1.45
"525","M",0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4,"M","mature",1.76666666666667
"526","M",0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4,"M","mature",1.9
"527","M",0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3,"M","mature",1.3
"528","F",0.57,0.445,0.155,0.733,0.282,0.159,0.235,14,"F","mature",1.2
"529","F",0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12,"F","mature",1.525
"530","M",0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9,"M","mature",1.04117647058824
"531","I",0.53,0.42,0.185,0.752,0.299,0.156,0.205,20,"I","infant",1.45853658536585
"532","F",0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13,"F","mature",1.47692307692308
"533","I",0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12,"I","infant",1.19032258064516
"534","F",0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9,"F","mature",1.54090909090909
"535","I",0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10,"I","infant",1.4448275862069
"536","I",0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11,"I","infant",1.22258064516129
"537","I",0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11,"I","infant",1.11731843575419
"538","M",0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,"M","mature",1.075
"539","M",0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5,"M","mature",1.03076923076923
"540","F",0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10,"F","mature",1.05084745762712
"541","F",0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15,"F","mature",1.35195530726257
"542","F",0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11,"F","mature",1.20992366412214
"543","M",0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15,"M","mature",0.881057268722467
"544","M",0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8,"M","mature",1.33760683760684
"545","F",0.38,0.29,0.105,0.257,0.099,0.051,0.085,10,"F","mature",1.16470588235294
"546","M",0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11,"M","mature",1.19387755102041
"547","M",0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8,"M","mature",1.16666666666667
"548","M",0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7,"M","mature",1.09677419354839
"549","F",0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12,"F","mature",1.56739130434783
"550","I",0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11,"I","infant",1.44901960784314
"551","I",0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17,"I","infant",1.5
"552","I",0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13,"I","infant",1.20144927536232
"553","I",0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12,"I","infant",1.34
